year,gender,count,name,rank
1975,female,111,Suzanne,54
1975,female,110,Janine,55
1975,female,110,Christine,56
1975,female,110,Caroline,57
1975,female,103,Kirsty,58
1975,female,102,Wendy,59
1975,female,98,Bridget,60
1975,female,95,Stephanie,61
1975,female,95,Kirsten,62
1975,female,91,Bronwyn,63
1975,female,90,Teresa,64
1975,female,89,Sandra,65
1975,female,88,Tanya,66
1975,female,86,Mary,67
1975,female,86,Kate,68
1975,female,85,Maria,69
1975,female,83,Sonya,70
1975,female,83,Anita,71
1975,female,81,Amy,72
1975,female,77,Linda,73
1975,female,76,Sally,74
1975,female,75,Jolene,75
1975,female,74,Toni,76
1975,female,73,Kiri,77
1975,female,71,Monique,78
1975,female,70,Heidi,79
1975,female,69,Robyn,80
1975,female,69,Hayley,81
1975,female,69,Christina,82
1975,female,67,Cherie,83
1975,female,65,Marie,84
1975,female,65,Charlotte,85
1975,female,64,Vicki,86
1975,female,64,Stacey,87
1975,female,62,Karla,88
1975,female,62,Erin,89
1975,female,61,Patricia,90
1975,female,61,Kerry,91
1975,female,60,Renee,92
1975,female,60,Heather,93
1975,female,59,Emily,94
1975,female,58,Debbie,95
1975,female,58,Alison,96
1975,female,57,Sonia,97
1975,female,57,Carla,98
1975,female,56,Margaret,99
1975,female,55,Carolyn,100
2007,female,418,Ella,1
2007,female,351,Sophie,2
2007,female,285,Olivia,3
2007,female,280,Emma,4
2007,female,263,Charlotte,5
2007,female,258,Emily,6
2007,female,255,Lily,7
2007,female,254,Grace,8
2007,female,241,Hannah,9
2007,female,241,Isabella,10
2007,female,228,Jessica,11
2007,female,219,Ruby,12
2007,female,198,Amelia,13
2007,female,196,Lucy,14
2007,female,196,Madison,15
2007,female,187,Chloe,16
2007,female,173,Brooke,17
2007,female,170,Ava,18
2007,female,169,Mia,19
2007,female,163,Paige,20
2007,female,162,Zoe,21
2007,female,152,Holly,22
2007,female,151,Kate,23
2007,female,146,Caitlin,24
2007,female,143,Maia,25
2007,female,142,Georgia,26
2007,female,140,Samantha,27
2007,female,137,Sophia,28
2007,female,131,Sienna,29
2007,female,128,Jade,30
2007,female,116,Amber,31
2007,female,116,Maddison,32
2007,female,114,Sarah,33
2007,female,111,Hayley,34
2007,female,109,Amy,35
2007,female,108,Summer,36
2007,female,107,Jasmine,37
2007,female,107,Nevaeh,38
2007,female,104,Abigail,39
2007,female,102,Eden,40
2007,female,101,Eva,41
2007,female,94,Katie,42
2007,female,91,Keira,43
2007,female,90,Mikayla,44
2007,female,88,Isabelle,45
2007,female,86,Anna,46
2007,female,83,Bella,47
2007,female,83,Leah,48
2007,female,83,Poppy,49
2007,female,82,Isla,50
2007,female,80,Kayla,51
2007,female,79,Elizabeth,52
2007,female,79,Molly,53
2007,female,78,Tayla,54
2007,female,77,Alyssa,55
2007,female,74,Danielle,56
2007,female,72,Stella,57
2007,female,71,Zara,58
2007,female,69,Mackenzie,59
2007,female,67,Jorja,60
2007,female,65,Alice,61
2007,female,65,Faith,62
2007,female,63,Chelsea,63
2007,female,63,Rebecca,64
2007,female,63,Savannah,65
2007,female,62,Caitlyn,66
2007,female,60,Taylor,67
2007,female,59,Lilly,68
2007,female,59,Madeleine,69
2007,female,59,Rose,70
2007,female,58,Aaliyah,71
2007,female,58,Angel,72
2007,female,58,Lauren,73
2007,female,57,Aria,74
2007,female,57,Riley,75
2007,female,54,Abby,76
2007,female,54,Maria,77
2007,female,54,Scarlett,78
2007,female,54,Victoria,79
2007,female,53,Alexis,80
2007,female,53,Skye,81
2007,female,53,Trinity,82
2007,female,52,Alexandra,83
2007,female,52,Ashley,84
2007,female,52,Gemma,85
2007,female,50,Brianna,86
2007,female,50,Maya,87
2007,female,50,Mya,88
2007,female,49,Gabriella,89
2007,female,49,Harmony,90
2007,female,49,Tessa,91
2007,female,48,Anahera,92
2007,female,48,Isabel,93
2007,female,48,Kaitlyn,94
2007,female,48,Manaia,95
2007,female,48,Millie,96
2007,female,48,Nikita,97
2007,female,48,Phoebe,98
2007,female,47,Ashlee,99
2007,female,47,Nicole,100
1967,female,651,Karen,1
1967,female,638,Lisa,2
1967,female,613,Michelle,3
1967,female,479,Deborah,4
1967,female,430,Susan,5
1967,female,419,Tania,6
1967,female,410,Angela,7
1967,female,405,Tracey,8
1967,female,401,Kim,9
1967,female,391,Nicola,10
1967,female,371,Sandra,11
1967,female,369,Joanne,12
1967,female,364,Donna,13
1967,female,351,Helen,14
1967,female,342,Sharon,15
1967,female,342,Julie,16
1967,female,314,Christine,17
1967,female,306,Fiona,18
1967,female,300,Jacqueline,19
1967,female,286,Wendy,20
1967,female,270,Maria,21
1967,female,260,Catherine,22
1967,female,257,Elizabeth,23
1967,female,256,Jennifer,24
1967,female,240,Linda,25
1967,female,233,Sarah,26
1967,female,223,Tracy,27
1967,female,222,Leanne,28
1967,female,218,Andrea,29
1967,female,205,Jane,30
1967,female,191,Robyn,31
1967,female,180,Amanda,32
1967,female,175,Alison,33
1967,female,169,Paula,34
1967,female,169,Kathryn,35
1967,female,166,Denise,36
1967,female,158,Diane,37
1967,female,157,Louise,38
1967,female,156,Patricia,39
1967,female,155,Suzanne,40
1967,female,149,Brenda,41
1967,female,148,Mary,42
1967,female,148,Margaret,43
1967,female,146,Janine,44
1967,female,142,Maree,45
1967,female,138,Heather,46
1967,female,137,Tina,47
1967,female,133,Rachel,48
1967,female,132,Carol,49
1967,female,131,Raewyn,50
1967,female,131,Anne,51
1967,female,129,Megan,52
1967,female,128,Anna,53
1967,female,127,Vicki,54
1967,female,124,Carolyn,55
1967,female,122,Marie,56
1967,female,122,Debra,57
1967,female,120,Judith,58
1967,female,107,Tanya,59
1967,female,105,Katherine,60
1967,female,103,Stephanie,61
1967,female,103,Lynette,62
1967,female,103,Barbara,63
1967,female,101,Pauline,64
1967,female,101,Bronwyn,65
1967,female,98,Pamela,66
1967,female,98,Kathleen,67
1967,female,97,Katrina,68
1967,female,97,Annette,69
1967,female,95,Debbie,70
1967,female,92,Teresa,71
1967,female,91,Shelley,72
1967,female,90,Claire,73
1967,female,88,Natalie,74
1967,female,87,Toni,75
1967,female,87,Lynda,76
1967,female,87,Melissa,77
1967,female,85,Michele,78
1967,female,85,Justine,79
1967,female,83,Sally,80
1967,female,83,Caroline,81
1967,female,82,Vanessa,82
1967,female,82,Shona,83
1967,female,81,Kerry,84
1967,female,81,Cherie,85
1967,female,81,Ann,86
1967,female,80,Rebecca,87
1967,female,78,Gillian,88
1967,female,77,Lesley,89
1967,female,71,Dianne,90
1967,female,70,Melanie,91
1967,female,69,Philippa,92
1967,female,68,Yvonne,93
1967,female,67,Ruth,94
1967,female,67,Bridget,95
1967,female,66,Vicky,96
1967,female,66,Jan,97
1967,female,63,Penelope,98
1967,female,63,Karyn,99
1967,female,62,Sonya,100
1999,female,375,Jessica,1
1999,female,354,Georgia,2
1999,female,349,Emma,3
1999,female,343,Olivia,4
1999,female,332,Hannah,5
1999,female,285,Grace,6
1999,female,282,Sarah,7
1999,female,256,Sophie,8
1999,female,244,Samantha,9
1999,female,235,Emily,10
1999,female,225,Caitlin,11
1999,female,184,Ella,12
1999,female,175,Tayla,13
1999,female,163,Brooke,14
1999,female,162,Rebecca,15
1999,female,159,Shania,16
1999,female,158,Courtney,17
1999,female,158,Kate,18
1999,female,152,Madison,19
1999,female,150,Charlotte,20
1999,female,138,Lucy,21
1999,female,134,Paige,22
1999,female,133,Jade,23
1999,female,132,Chloe,24
1999,female,131,Anna,25
1999,female,129,Amy,26
1999,female,129,Laura,27
1999,female,126,Isabella,28
1999,female,125,Danielle,29
1999,female,125,Nicole,30
1999,female,122,Ruby,31
1999,female,121,Holly,32
1999,female,119,Victoria,33
1999,female,116,Jasmine,34
1999,female,113,Ashleigh,35
1999,female,106,Paris,36
1999,female,102,Lauren,37
1999,female,100,Brittany,38
1999,female,98,Megan,39
1999,female,98,Taylor,40
1999,female,95,Alexandra,41
1999,female,95,Rachel,42
1999,female,94,Mikayla,43
1999,female,92,Hayley,44
1999,female,91,Kayla,45
1999,female,90,Elizabeth,46
1999,female,89,Nikita,47
1999,female,88,Claudia,48
1999,female,87,Amber,49
1999,female,86,Katie,50
1999,female,85,Chelsea,51
1999,female,85,Natasha,52
1999,female,85,Zoe,53
1999,female,84,Maddison,54
1999,female,82,Aimee,55
1999,female,80,Abigail,56
1999,female,80,Brianna,57
1999,female,80,Rose,58
1999,female,79,Alice,59
1999,female,77,Eden,60
1999,female,76,Amelia,61
1999,female,75,Monique,62
1999,female,74,Lily,63
1999,female,72,Ashley,64
1999,female,71,Phoebe,65
1999,female,68,Michaela,66
1999,female,68,Shannon,67
1999,female,67,Cheyenne,68
1999,female,66,Alyssa,69
1999,female,66,Stephanie,70
1999,female,65,Melissa,71
1999,female,64,Jamie,72
1999,female,64,Sophia,73
1999,female,61,Maia,74
1999,female,61,Molly,75
1999,female,58,Casey,76
1999,female,58,Maria,77
1999,female,58,Rebekah,78
1999,female,57,Jessie,79
1999,female,55,Gabrielle,80
1999,female,55,Michelle,81
1999,female,53,Morgan,82
1999,female,52,Angel,83
1999,female,52,Tegan,84
1999,female,52,Tiana,85
1999,female,51,Caitlyn,86
1999,female,51,Renee,87
1999,female,50,Julia,88
1999,female,50,Madeleine,89
1999,female,50,Summer,90
1999,female,48,Kaitlyn,91
1999,female,48,Kelsey,92
1999,female,48,Tessa,93
1999,female,47,Alicia,94
1999,female,47,Jennifer,95
1999,female,47,Katelyn,96
1999,female,46,Crystal,97
1999,female,46,Tamara,98
1999,female,46,Tara,99
1999,female,46,Zara,100
1983,female,678,Sarah,1
1983,female,451,Rebecca,2
1983,female,363,Kelly,3
1983,female,363,Emma,4
1983,female,339,Jessica,5
1983,female,331,Lisa,6
1983,female,319,Amy,7
1983,female,308,Melissa,8
1983,female,301,Anna,9
1983,female,289,Rachel,10
1983,female,284,Nicola,11
1983,female,263,Michelle,12
1983,female,194,Angela,13
1983,female,188,Amanda,14
1983,female,186,Natasha,15
1983,female,186,Jennifer,16
1983,female,182,Hayley,17
1983,female,177,Kylie,18
1983,female,174,Elizabeth,19
1983,female,166,Renee,20
1983,female,162,Stacey,21
1983,female,158,Kate,22
1983,female,153,Natalie,23
1983,female,152,Laura,24
1983,female,152,Melanie,25
1983,female,151,Julia,26
1983,female,143,Tania,27
1983,female,136,Hannah,28
1983,female,132,Tracey,29
1983,female,131,Claire,30
1983,female,125,Aimee,31
1983,female,122,Megan,32
1983,female,120,Catherine,33
1983,female,117,Louise,34
1983,female,115,Victoria,35
1983,female,115,Stephanie,36
1983,female,115,Amber,37
1983,female,114,Gemma,38
1983,female,113,Rachael,39
1983,female,112,Erin,40
1983,female,111,Charlotte,41
1983,female,106,Katie,42
1983,female,104,Kimberley,43
1983,female,103,Danielle,44
1983,female,99,Nicole,45
1983,female,98,Vanessa,46
1983,female,97,Emily,47
1983,female,95,Joanne,48
1983,female,95,Alana,49
1983,female,92,Katrina,50
1983,female,91,Katherine,51
1983,female,91,Helen,52
1983,female,90,Joanna,53
1983,female,89,Lauren,54
1983,female,89,Crystal,55
1983,female,88,Kirsty,56
1983,female,86,Olivia,57
1983,female,86,Andrea,58
1983,female,84,Monique,59
1983,female,82,Shannon,60
1983,female,80,Karen,61
1983,female,79,Julie,62
1983,female,79,Krystal,63
1983,female,78,Lucy,64
1983,female,77,Fiona,65
1983,female,74,Tracy,66
1983,female,74,Rochelle,67
1983,female,72,Kathryn,68
1983,female,72,Kim,69
1983,female,72,Alice,70
1983,female,71,Jamie,71
1983,female,69,Maria,72
1983,female,69,Holly,73
1983,female,68,Sara,74
1983,female,68,Jane,75
1983,female,68,Donna,76
1983,female,67,Ruth,77
1983,female,67,Toni,78
1983,female,67,Caroline,79
1983,female,65,Samantha,80
1983,female,64,Mary,81
1983,female,63,Shelley,82
1983,female,63,Bridget,83
1983,female,62,Jacqueline,84
1983,female,61,Anita,85
1983,female,60,Casey,86
1983,female,59,Jasmine,87
1983,female,58,Jade,88
1983,female,58,Alicia,89
1983,female,57,Frances,90
1983,female,56,Rebekah,91
1983,female,55,Susan,92
1983,female,55,Naomi,93
1983,female,54,Heather,94
1983,female,53,Jenna,95
1983,female,53,Haley,96
1983,female,53,Georgina,97
1983,female,52,Teresa,98
1983,female,52,Christine,99
1983,female,52,Christina,100
2015,female,268,Olivia,1
2015,female,260,Charlotte,2
2015,female,259,Harper,3
2015,female,255,Sophie,4
2015,female,247,Emily,5
2015,female,233,Ella,6
2015,female,230,Isla,7
2015,female,217,Mia,8
2015,female,209,Amelia,9
2015,female,201,Isabella,10
2015,female,200,Ruby,11
2015,female,194,Grace,12
2015,female,188,Emma,13
2015,female,185,Chloe,14
2015,female,184,Ava,15
2015,female,178,Lucy,16
2015,female,177,Zoe,17
2015,female,174,Mila,18
2015,female,162,Sophia,19
2015,female,149,Lily,20
2015,female,148,Georgia,21
2015,female,137,Aria,22
2015,female,127,Scarlett,23
2015,female,122,Eva,24
2015,female,119,Evelyn,25
2015,female,115,Willow,26
2015,female,115,Isabelle,27
2015,female,114,Hazel,28
2015,female,111,Hannah,29
2015,female,101,Jessica,30
2015,female,99,Ivy,31
2015,female,98,Evie,32
2015,female,98,Abigail,33
2015,female,96,Maia,34
2015,female,95,Madison,35
2015,female,95,Elizabeth,36
2015,female,94,Maddison,37
2015,female,91,Sienna,38
2015,female,91,Indie,39
2015,female,91,Ellie,40
2015,female,90,Matilda,41
2015,female,89,Paige,42
2015,female,85,Stella,43
2015,female,85,Olive,44
2015,female,83,Poppy,45
2015,female,81,Millie,46
2015,female,80,Zara,47
2015,female,80,Alice,48
2015,female,78,Ayla,49
2015,female,77,Mackenzie,50
2015,female,76,Layla,51
2015,female,76,Piper,52
2015,female,75,Holly,53
2015,female,74,Summer,54
2015,female,74,Peyton,55
2015,female,73,Rose,56
2015,female,72,Victoria,57
2015,female,72,Violet,58
2015,female,71,Quinn,59
2015,female,71,Eden,60
2015,female,70,Riley,61
2015,female,69,Anna,62
2015,female,68,Sofia,63
2015,female,67,Phoebe,64
2015,female,66,Thea,65
2015,female,65,Zoey,66
2015,female,65,Leah,67
2015,female,65,Florence,68
2015,female,65,Charlie,69
2015,female,64,Lilly,70
2015,female,63,Bella,71
2015,female,62,Annabelle,72
2015,female,61,Madeleine,73
2015,female,60,Frankie,74
2015,female,59,Jasmine,75
2015,female,59,Alexis,76
2015,female,59,Addison,77
2015,female,58,Nina,78
2015,female,58,Penelope,79
2015,female,56,Harriet,80
2015,female,56,Aaliyah,81
2015,female,55,Skyla,82
2015,female,54,Jade,83
2015,female,51,Sadie,84
2015,female,51,Samantha,85
2015,female,51,Sarah,86
2015,female,51,Keira,87
2015,female,51,Elsie,88
2015,female,50,Emilia,89
2015,female,50,Eleanor,90
2015,female,50,Ariana,91
2015,female,49,Molly,92
2015,female,49,Daisy,93
2015,female,49,Amber,94
2015,female,48,Nevaeh,95
2015,female,48,Freya,96
2015,female,47,Aurora,97
2015,female,46,Imogen,98
2015,female,45,Lydia,99
2015,female,45,Lola,100
1963,female,741,Susan,1
1963,female,688,Karen,2
1963,female,573,Sandra,3
1963,female,497,Christine,4
1963,female,462,Deborah,5
1963,female,448,Julie,6
1963,female,445,Sharon,7
1963,female,409,Linda,8
1963,female,402,Donna,9
1963,female,400,Wendy,10
1963,female,396,Joanne,11
1963,female,392,Michelle,12
1963,female,381,Jennifer,13
1963,female,337,Helen,14
1963,female,333,Robyn,15
1963,female,297,Catherine,16
1963,female,291,Fiona,17
1963,female,287,Elizabeth,18
1963,female,285,Tania,19
1963,female,277,Jacqueline,20
1963,female,265,Patricia,21
1963,female,260,Mary,22
1963,female,246,Nicola,23
1963,female,245,Suzanne,24
1963,female,244,Margaret,25
1963,female,242,Debra,26
1963,female,238,Tracey,27
1963,female,238,Angela,28
1963,female,223,Anne,29
1963,female,221,Kim,30
1963,female,219,Heather,31
1963,female,219,Denise,32
1963,female,212,Diane,33
1963,female,208,Judith,34
1963,female,207,Lynette,35
1963,female,206,Vicki,36
1963,female,206,Jane,37
1963,female,205,Carol,38
1963,female,193,Andrea,39
1963,female,192,Raewyn,40
1963,female,178,Kathryn,41
1963,female,178,Carolyn,42
1963,female,176,Tracy,43
1963,female,171,Barbara,44
1963,female,162,Leanne,45
1963,female,161,Maria,46
1963,female,156,Pauline,47
1963,female,147,Maree,48
1963,female,147,Alison,49
1963,female,147,Brenda,50
1963,female,145,Janet,51
1963,female,143,Kathleen,52
1963,female,138,Amanda,53
1963,female,136,Janine,54
1963,female,135,Dianne,55
1963,female,131,Bronwyn,56
1963,female,130,Sarah,57
1963,female,129,Annette,58
1963,female,128,Michele,59
1963,female,127,Louise,60
1963,female,125,Jan,61
1963,female,124,Jillian,62
1963,female,122,Sally,63
1963,female,121,Marie,64
1963,female,120,Shelley,65
1963,female,119,Rosemary,66
1963,female,118,Yvonne,67
1963,female,116,Paula,68
1963,female,116,Lynda,69
1963,female,111,Ann,70
1963,female,110,Pamela,71
1963,female,110,Kerry,72
1963,female,107,Shirley,73
1963,female,106,Lisa,74
1963,female,104,Lesley,75
1963,female,103,Anna,76
1963,female,102,Sheryl,77
1963,female,101,Cheryl,78
1963,female,99,Lorraine,79
1963,female,98,Gillian,80
1963,female,98,Christina,81
1963,female,96,Caroline,82
1963,female,95,Debbie,83
1963,female,94,Colleen,84
1963,female,93,Janice,85
1963,female,90,Ruth,86
1963,female,86,Teresa,87
1963,female,83,Shona,88
1963,female,83,Kay,89
1963,female,82,Stephanie,90
1963,female,82,Gaylene,91
1963,female,80,Lynne,92
1963,female,80,Katherine,93
1963,female,78,Vivienne,94
1963,female,78,Diana,95
1963,female,72,Jeanette,96
1963,female,70,Maureen,97
1963,female,70,Gail,98
1963,female,69,Megan,99
1963,female,68,Beverley,100
1995,female,547,Jessica,1
1995,female,425,Sarah,2
1995,female,377,Hannah,3
1995,female,318,Samantha,4
1995,female,291,Emma,5
1995,female,285,Olivia,6
1995,female,260,Georgia,7
1995,female,230,Laura,8
1995,female,230,Emily,9
1995,female,227,Rebecca,10
1995,female,226,Courtney,11
1995,female,223,Danielle,12
1995,female,217,Ashleigh,13
1995,female,209,Nicole,14
1995,female,200,Sophie,15
1995,female,199,Stephanie,16
1995,female,185,Caitlin,17
1995,female,177,Grace,18
1995,female,177,Brooke,19
1995,female,170,Kate,20
1995,female,162,Amy,21
1995,female,155,Anna,22
1995,female,149,Kayla,23
1995,female,148,Ashley,24
1995,female,147,Brittany,25
1995,female,145,Holly,26
1995,female,144,Lauren,27
1995,female,140,Rachel,28
1995,female,137,Jasmine,29
1995,female,133,Natasha,30
1995,female,130,Charlotte,31
1995,female,129,Alexandra,32
1995,female,123,Amber,33
1995,female,117,Melissa,34
1995,female,117,Chelsea,35
1995,female,116,Elizabeth,36
1995,female,115,Paige,37
1995,female,115,Alice,38
1995,female,114,Hayley,39
1995,female,111,Michaela,40
1995,female,111,Renee,41
1995,female,104,Victoria,42
1995,female,101,Tayla,43
1995,female,99,Zoe,44
1995,female,99,Shannon,45
1995,female,97,Taylor,46
1995,female,91,Lucy,47
1995,female,89,Monique,48
1995,female,85,Megan,49
1995,female,82,Tessa,50
1995,female,82,Jessie,51
1995,female,79,Kelly,52
1995,female,78,Ruby,53
1995,female,77,Aimee,54
1995,female,76,Katie,55
1995,female,76,Claudia,56
1995,female,74,Nikita,57
1995,female,73,Michelle,58
1995,female,73,Mikayla,59
1995,female,72,Jade,60
1995,female,70,Madison,61
1995,female,69,Stacey,62
1995,female,68,Gabrielle,63
1995,female,66,Rebekah,64
1995,female,66,Amanda,65
1995,female,66,Crystal,66
1995,female,64,Leah,67
1995,female,64,Christina,68
1995,female,63,Amelia,69
1995,female,62,Morgan,70
1995,female,61,Lisa,71
1995,female,61,Kimberley,72
1995,female,61,Cassandra,73
1995,female,61,Ella,74
1995,female,61,Cheyenne,75
1995,female,60,Natalie,76
1995,female,59,Kelsey,77
1995,female,58,Abigail,78
1995,female,57,Katherine,79
1995,female,56,Eden,80
1995,female,54,Rose,81
1995,female,54,Jennifer,82
1995,female,54,Gemma,83
1995,female,54,Casey,84
1995,female,53,Toni,85
1995,female,53,Vanessa,86
1995,female,53,Jamie,87
1995,female,52,Jordan,88
1995,female,51,Sophia,89
1995,female,51,Isabella,90
1995,female,49,Nicola,91
1995,female,49,Catherine,92
1995,female,48,Lydia,93
1995,female,48,Georgina,94
1995,female,48,Erin,95
1995,female,48,Alana,96
1995,female,46,Tiana,97
1995,female,46,Savannah,98
1995,female,46,Maria,99
1995,female,45,Maddison,100
1979,female,578,Sarah,1
1979,female,473,Rebecca,2
1979,female,399,Kelly,3
1979,female,398,Lisa,4
1979,female,369,Angela,5
1979,female,359,Anna,6
1979,female,335,Nicola,7
1979,female,335,Rachel,8
1979,female,305,Michelle,9
1979,female,290,Amy,10
1979,female,284,Emma,11
1979,female,269,Jessica,12
1979,female,265,Amanda,13
1979,female,253,Melissa,14
1979,female,241,Natasha,15
1979,female,229,Tania,16
1979,female,222,Melanie,17
1979,female,188,Elizabeth,18
1979,female,185,Kylie,19
1979,female,174,Vanessa,20
1979,female,158,Jennifer,21
1979,female,155,Megan,22
1979,female,155,Joanne,23
1979,female,147,Tracey,24
1979,female,143,Kate,25
1979,female,138,Hayley,26
1979,female,137,Katrina,27
1979,female,136,Renee,28
1979,female,136,Karen,29
1979,female,134,Fiona,30
1979,female,131,Rachael,31
1979,female,130,Andrea,32
1979,female,130,Claire,33
1979,female,130,Catherine,34
1979,female,127,Louise,35
1979,female,127,Kim,36
1979,female,125,Stacey,37
1979,female,119,Natalie,38
1979,female,117,Julie,39
1979,female,115,Deborah,40
1979,female,112,Katherine,41
1979,female,108,Helen,42
1979,female,107,Victoria,43
1979,female,106,Tracy,44
1979,female,106,Kirsty,45
1979,female,103,Kathryn,46
1979,female,101,Paula,47
1979,female,99,Amber,48
1979,female,97,Sharon,49
1979,female,97,Susan,50
1979,female,95,Joanna,51
1979,female,95,Charlotte,52
1979,female,94,Toni,53
1979,female,93,Nicole,54
1979,female,93,Katie,55
1979,female,93,Jane,56
1979,female,89,Tina,57
1979,female,88,Stephanie,58
1979,female,88,Christine,59
1979,female,84,Shannon,60
1979,female,84,Maria,61
1979,female,83,Caroline,62
1979,female,81,Donna,63
1979,female,78,Erin,64
1979,female,76,Julia,65
1979,female,75,Rochelle,66
1979,female,75,Hannah,67
1979,female,73,Olivia,68
1979,female,72,Jacqueline,69
1979,female,72,Alison,70
1979,female,72,Bridget,71
1979,female,71,Lauren,72
1979,female,71,Emily,73
1979,female,70,Wendy,74
1979,female,70,Anita,75
1979,female,69,Linda,76
1979,female,69,Leanne,77
1979,female,68,Jolene,78
1979,female,67,Teresa,79
1979,female,66,Laura,80
1979,female,65,Kirsten,81
1979,female,65,Aimee,82
1979,female,63,Ruth,83
1979,female,63,Philippa,84
1979,female,62,Samantha,85
1979,female,62,Naomi,86
1979,female,61,Marie,87
1979,female,61,Jade,88
1979,female,61,Christina,89
1979,female,60,Mary,90
1979,female,59,Sara,91
1979,female,59,Jodie,92
1979,female,59,Alice,93
1979,female,57,Shelley,94
1979,female,56,Suzanne,95
1979,female,56,Heather,96
1979,female,55,Cherie,97
1979,female,54,Belinda,98
1979,female,53,Sally,99
1979,female,53,Lucy,100
2011,female,335,Ruby,1
2011,female,324,Olivia,2
2011,female,309,Sophie,3
2011,female,277,Isabella,4
2011,female,258,Charlotte,5
2011,female,246,Grace,6
2011,female,243,Ella,7
2011,female,241,Lily,8
2011,female,231,Emily,9
2011,female,227,Amelia,10
2011,female,220,Chloe,11
2011,female,205,Ava,12
2011,female,198,Isla,13
2011,female,189,Emma,14
2011,female,179,Sophia,15
2011,female,175,Zoe,16
2011,female,169,Lucy,17
2011,female,165,Mia,18
2011,female,152,Paige,19
2011,female,151,Madison,20
2011,female,145,Georgia,21
2011,female,142,Jessica,22
2011,female,132,Hannah,23
2011,female,124,Eva,24
2011,female,123,Sienna,25
2011,female,119,Bella,26
2011,female,108,Holly,27
2011,female,107,Summer,28
2011,female,106,Stella,29
2011,female,105,Alexis,30
2011,female,104,Mila,31
2011,female,100,Maia,32
2011,female,96,Abigail,33
2011,female,96,Eden,34
2011,female,91,Elizabeth,35
2011,female,85,Samantha,36
2011,female,85,Isabelle,37
2011,female,84,Nevaeh,38
2011,female,84,Lilly,39
2011,female,84,Maddison,40
2011,female,83,Zara,41
2011,female,83,Sarah,42
2011,female,82,Anna,43
2011,female,81,Alice,44
2011,female,80,Amber,45
2011,female,80,Addison,46
2011,female,79,Sofia,47
2011,female,79,Brooke,48
2011,female,79,Mackenzie,49
2011,female,76,Scarlett,50
2011,female,76,Jade,51
2011,female,75,Mikayla,52
2011,female,72,Molly,53
2011,female,72,Kayla,54
2011,female,71,Hazel,55
2011,female,71,Leah,56
2011,female,68,Alyssa,57
2011,female,65,Kate,58
2011,female,64,Jasmine,59
2011,female,62,Taylor,60
2011,female,62,Willow,61
2011,female,62,Aaliyah,62
2011,female,61,Pippa,63
2011,female,60,Brooklyn,64
2011,female,60,Phoebe,65
2011,female,58,Faith,66
2011,female,58,Caitlin,67
2011,female,58,Annabelle,68
2011,female,58,Aria,69
2011,female,57,Violet,70
2011,female,57,Amy,71
2011,female,57,Peyton,72
2011,female,56,Hayley,73
2011,female,56,Isabel,74
2011,female,55,Olive,75
2011,female,54,Ayla,76
2011,female,54,Poppy,77
2011,female,53,Katie,78
2011,female,52,Manaia,79
2011,female,51,Keira,80
2011,female,51,Evelyn,81
2011,female,49,Savannah,82
2011,female,49,Ellie,83
2011,female,49,Alexandra,84
2011,female,48,Rebecca,85
2011,female,48,Layla,86
2011,female,48,Elise,87
2011,female,48,Natalie,88
2011,female,48,Victoria,89
2011,female,48,Tayla,90
2011,female,47,Angel,91
2011,female,46,Millie,92
2011,female,45,Lucia,93
2011,female,44,Nina,94
2011,female,44,Sasha,95
2011,female,44,Maria,96
2011,female,44,Lauren,97
2011,female,43,Khloe,98
2011,female,43,Isobel,99
2011,female,43,Ariana,100
1971,female,674,Lisa,1
1971,female,662,Michelle,2
1971,female,584,Rachel,3
1971,female,567,Joanne,4
1971,female,470,Nicola,5
1971,female,465,Karen,6
1971,female,457,Tracey,7
1971,female,413,Angela,8
1971,female,386,Tania,9
1971,female,339,Deborah,10
1971,female,334,Amanda,11
1971,female,328,Tracy,12
1971,female,326,Sarah,13
1971,female,319,Kelly,14
1971,female,305,Kim,15
1971,female,285,Julie,16
1971,female,273,Susan,17
1971,female,273,Vanessa,18
1971,female,271,Fiona,19
1971,female,267,Andrea,20
1971,female,265,Donna,21
1971,female,258,Rebecca,22
1971,female,244,Catherine,23
1971,female,243,Sharon,24
1971,female,242,Rachael,25
1971,female,231,Jacqueline,26
1971,female,218,Paula,27
1971,female,207,Melanie,28
1971,female,207,Elizabeth,29
1971,female,207,Christine,30
1971,female,203,Jennifer,31
1971,female,198,Wendy,32
1971,female,196,Helen,33
1971,female,194,Suzanne,34
1971,female,194,Megan,35
1971,female,186,Joanna,36
1971,female,178,Leanne,37
1971,female,177,Sandra,38
1971,female,175,Tina,39
1971,female,175,Rochelle,40
1971,female,168,Kathryn,41
1971,female,168,Jane,42
1971,female,168,Anna,43
1971,female,164,Victoria,44
1971,female,164,Melissa,45
1971,female,162,Janine,46
1971,female,160,Katrina,47
1971,female,155,Maria,48
1971,female,151,Shelley,49
1971,female,151,Louise,50
1971,female,140,Stephanie,51
1971,female,137,Linda,52
1971,female,131,Robyn,53
1971,female,126,Justine,54
1971,female,126,Cheryl,55
1971,female,123,Patricia,56
1971,female,122,Nicole,57
1971,female,112,Toni,58
1971,female,109,Carolyn,59
1971,female,108,Teresa,60
1971,female,108,Denise,61
1971,female,106,Mary,62
1971,female,104,Vicki,63
1971,female,103,Tanya,64
