year,gender,rank,name,count
1954,female,1,Christine,779
1954,female,2,Susan,735
1954,female,3,Margaret,562
1954,female,4,Judith,531
1954,female,5,Jennifer,460
1954,female,6,Mary,423
1954,female,7,Elizabeth,419
1954,female,8,Patricia,408
1954,female,9,Linda,394
1954,female,10,Barbara,382
1954,female,11,Lynette,357
1954,female,12,Robyn,340
1954,female,13,Anne,329
1954,female,14,Karen,328
1954,female,15,Helen,325
1954,female,16,Diane,290
1954,female,17,Sandra,281
1954,female,18,Wendy,280
1954,female,19,Janet,275
1954,female,20,Heather,272
1954,female,21,Pamela,259
1954,female,22,Carol,247
1954,female,23,Janice,239
1954,female,24,Julie,230
1954,female,25,Suzanne,228
1954,female,26,Lorraine,224
1954,female,27,Dianne,218
1954,female,28,Marilyn,213
1954,female,29,Rosemary,207
1954,female,30,Raewyn,207
1954,female,31,Kathleen,200
1954,female,32,Pauline,199
1954,female,33,Alison,192
1954,female,34,Gail,183
1954,female,35,Denise,174
1954,female,36,Sharon,172
1954,female,37,Lesley,171
1954,female,38,Yvonne,170
1954,female,39,Catherine,166
1954,female,40,Shirley,160
1954,female,41,Beverley,154
1954,female,42,Maureen,153
1954,female,43,Deborah,153
1954,female,44,Jillian,152
1954,female,45,Ann,152
1954,female,46,Annette,149
1954,female,47,Colleen,147
1954,female,48,Jane,145
1954,female,49,Marie,144
1954,female,50,Sheryl,134
1954,female,51,Carolyn,129
1954,female,52,Frances,123
1954,female,53,Kathryn,122
1954,female,54,Kay,116
1954,female,55,Jacqueline,112
1954,female,56,Cheryl,108
1954,female,57,Ruth,105
1954,female,58,Glenda,105
1954,female,59,Maria,101
1954,female,60,Sally,97
1954,female,61,Lynda,97
1954,female,62,Lynne,92
1954,female,63,Marion,91
1954,female,64,Gillian,91
1954,female,65,Glenys,91
1954,female,66,Jan,90
1954,female,67,Jeanette,89
1954,female,68,Elaine,89
1954,female,69,Irene,88
1954,female,70,Jocelyn,88
1954,female,71,Donna,85
1954,female,72,Brenda,84
1954,female,73,Vicki,83
1954,female,74,Josephine,83
1954,female,75,Jill,83
1954,female,76,Angela,78
1954,female,77,Vivienne,77
1954,female,78,Valerie,77
1954,female,79,Shona,76
1954,female,80,Joanne,76
1954,female,81,Joy,76
1954,female,82,Lois,74
1954,female,83,Stephanie,72
1954,female,84,Joan,71
1954,female,85,Dorothy,71
1954,female,86,Paula,70
1954,female,87,Diana,68
1954,female,88,Gloria,67
1954,female,89,Adrienne,66
1954,female,90,Bronwyn,62
1954,female,91,Marian,60
1954,female,92,Lynnette,58
1954,female,93,Louise,57
1954,female,94,Virginia,54
1954,female,95,Penelope,54
1954,female,96,Lynn,53
1954,female,97,Christina,53
1954,female,98,Claire,53
1954,female,99,Leonie,52
1954,female,100,Ngaire,51
1955,female,1,Susan,743
1955,female,2,Christine,689
1955,female,3,Margaret,559
1955,female,4,Judith,459
1955,female,5,Jennifer,448
1955,female,6,Karen,432
1955,female,7,Patricia,421
1955,female,8,Mary,398
1955,female,9,Linda,386
1955,female,10,Barbara,375
1955,female,11,Elizabeth,363
1955,female,12,Robyn,356
1955,female,13,Wendy,346
1955,female,14,Helen,330
1955,female,15,Heather,329
1955,female,16,Lynette,317
1955,female,17,Anne,309
1955,female,18,Sandra,299
1955,female,19,Diane,289
1955,female,20,Carol,258
1955,female,21,Pamela,247
1955,female,22,Janice,240
1955,female,23,Janet,239
1955,female,24,Suzanne,237
1955,female,25,Raewyn,225
1955,female,26,Sharon,222
1955,female,27,Dianne,220
1955,female,28,Julie,214
1955,female,29,Rosemary,198
1955,female,30,Deborah,190
1955,female,31,Pauline,185
1955,female,32,Alison,184
1955,female,33,Kathleen,183
1955,female,34,Denise,181
1955,female,35,Lorraine,178
1955,female,36,Catherine,178
1955,female,37,Yvonne,165
1955,female,38,Marie,156
1955,female,39,Ann,156
1955,female,40,Beverley,155
1955,female,41,Lesley,154
1955,female,42,Shirley,152
1955,female,43,Colleen,152
1955,female,44,Annette,149
1955,female,45,Marilyn,144
1955,female,46,Maureen,133
1955,female,47,Glenda,130
1955,female,48,Jane,127
1955,female,49,Jillian,125
1955,female,50,Sheryl,124
1955,female,51,Gail,124
1955,female,52,Lynda,123
1955,female,53,Brenda,123
1955,female,54,Jacqueline,120
1955,female,55,Kay,117
1955,female,56,Carolyn,117
1955,female,57,Marion,116
1955,female,58,Maria,111
1955,female,59,Cheryl,110
1955,female,60,Donna,109
1955,female,61,Kathryn,108
1955,female,62,Vicki,104
1955,female,63,Jeanette,101
1955,female,64,Jan,100
1955,female,65,Gillian,99
1955,female,66,Sally,96
1955,female,67,Ruth,95
1955,female,68,Lynne,93
1955,female,69,Jocelyn,93
1955,female,70,Jill,92
1955,female,71,Joanne,91
1955,female,72,Maree,89
1955,female,73,Frances,89
1955,female,74,Valerie,87
1955,female,75,Elaine,83
1955,female,76,Dorothy,82
1955,female,77,Glenys,81
1955,female,78,Shona,79
1955,female,79,Adrienne,79
1955,female,80,Irene,78
1955,female,81,Joy,78
1955,female,82,Angela,78
1955,female,83,Lois,73
1955,female,84,Paula,73
1955,female,85,Vivienne,72
1955,female,86,Bronwyn,72
1955,female,87,Fiona,71
1955,female,88,Louise,70
1955,female,89,Stephanie,69
1955,female,90,Debra,67
1955,female,91,Christina,66
1955,female,92,Ngaire,65
1955,female,93,Jean,64
1955,female,94,Diana,64
1955,female,95,Claire,63
1955,female,96,Lynnette,62
1955,female,97,Joan,62
1955,female,98,Penelope,61
1955,female,99,Gloria,60
1955,female,100,Katherine,59
1956,female,1,Susan,851
1956,female,2,Christine,754
1956,female,3,Karen,615
1956,female,4,Judith,478
1956,female,5,Margaret,467
1956,female,6,Jennifer,431
1956,female,7,Elizabeth,394
1956,female,8,Robyn,387
1956,female,9,Patricia,380
1956,female,10,Linda,369
1956,female,11,Mary,359
1956,female,12,Barbara,335
1956,female,13,Helen,327
1956,female,14,Wendy,326
1956,female,15,Sharon,319
1956,female,16,Anne,319
1956,female,17,Heather,317
1956,female,18,Sandra,312
1956,female,19,Lynette,308
1956,female,20,Carol,296
1956,female,21,Diane,275
1956,female,22,Pamela,251
1956,female,23,Julie,242
1956,female,24,Suzanne,235
1956,female,25,Janice,231
1956,female,26,Dianne,223
1956,female,27,Catherine,215
1956,female,28,Deborah,214
1956,female,29,Raewyn,204
1956,female,30,Janet,203
1956,female,31,Rosemary,194
1956,female,32,Alison,192
1956,female,33,Pauline,188
1956,female,34,Kathleen,186
1956,female,35,Shirley,184
1956,female,36,Lorraine,170
1956,female,37,Denise,166
1956,female,38,Annette,157
1956,female,39,Ann,152
1956,female,40,Jane,150
1956,female,41,Yvonne,148
1956,female,42,Lesley,142
1956,female,43,Glenda,140
1956,female,44,Marie,134
1956,female,45,Jacqueline,134
1956,female,46,Gail,133
1956,female,47,Kathryn,129
1956,female,48,Jillian,127
1956,female,49,Colleen,127
1956,female,50,Sheryl,124
1956,female,51,Joanne,123
1956,female,52,Beverley,123
1956,female,53,Maureen,121
1956,female,54,Cheryl,121
1956,female,55,Lynda,116
1956,female,56,Maria,115
1956,female,57,Brenda,114
1956,female,58,Vicki,110
1956,female,59,Marilyn,110
1956,female,60,Gillian,105
1956,female,61,Kay,100
1956,female,62,Joy,99
1956,female,63,Jan,98
1956,female,64,Donna,97
1956,female,65,Marion,93
1956,female,66,Frances,91
1956,female,67,Sally,90
1956,female,68,Jeanette,89
1956,female,69,Angela,89
1956,female,70,Debra,88
1956,female,71,Maree,87
1956,female,72,Carolyn,83
1956,female,73,Vivienne,81
1956,female,74,Lynne,81
1956,female,75,Dorothy,80
1956,female,76,Ruth,79
1956,female,77,Louise,78
1956,female,78,Valerie,75
1956,female,79,Anna,74
1956,female,80,Penelope,73
1956,female,81,Jocelyn,73
1956,female,82,Shona,71
1956,female,83,Adrienne,71
1956,female,84,Jill,70
1956,female,85,Diana,70
1956,female,86,Philippa,69
1956,female,87,Victoria,68
1956,female,88,Rhonda,67
1956,female,89,Stephanie,67
1956,female,90,Glenys,67
1956,female,91,Joan,66
1956,female,92,Josephine,63
1956,female,93,Kerry,63
1956,female,94,Katherine,62
1956,female,95,Dawn,62
1956,female,96,Bronwyn,62
1956,female,97,Elaine,62
1956,female,98,Paula,61
1956,female,99,Christina,60
1956,female,100,Lois,59
1957,female,1,Karen,826
1957,female,2,Susan,813
1957,female,3,Christine,773
1957,female,4,Jennifer,460
1957,female,5,Margaret,437
1957,female,6,Judith,427
1957,female,7,Linda,413
1957,female,8,Robyn,407
1957,female,9,Elizabeth,371
1957,female,10,Wendy,368
1957,female,11,Patricia,367
1957,female,12,Sandra,363
1957,female,13,Mary,354
1957,female,14,Helen,334
1957,female,15,Deborah,329
1957,female,16,Anne,310
1957,female,17,Barbara,302
1957,female,18,Heather,296
1957,female,19,Carol,292
1957,female,20,Lynette,290
1957,female,21,Diane,273
1957,female,22,Pamela,267
1957,female,23,Sharon,263
1957,female,24,Suzanne,252
1957,female,25,Catherine,236
1957,female,26,Julie,228
1957,female,27,Raewyn,218
1957,female,28,Jane,217
1957,female,29,Janet,213
1957,female,30,Shirley,210
1957,female,31,Janice,209
1957,female,32,Denise,204
1957,female,33,Pauline,195
1957,female,34,Dianne,190
1957,female,35,Joanne,181
1957,female,36,Alison,177
1957,female,37,Rosemary,175
1957,female,38,Lorraine,173
1957,female,39,Gail,172
1957,female,40,Annette,164
1957,female,41,Kathleen,162
1957,female,42,Vicki,161
1957,female,43,Donna,155
1957,female,44,Marie,153
1957,female,45,Debra,149
1957,female,46,Carolyn,143
1957,female,47,Yvonne,142
1957,female,48,Jacqueline,142
1957,female,49,Lynda,138
1957,female,50,Maureen,133
1957,female,51,Kathryn,130
1957,female,52,Sheryl,129
1957,female,53,Ann,127
1957,female,54,Colleen,124
1957,female,55,Maria,121
1957,female,56,Jillian,121
1957,female,57,Brenda,121
1957,female,58,Jan,119
1957,female,59,Fiona,117
1957,female,60,Lesley,114
1957,female,61,Beverley,113
1957,female,62,Angela,112
1957,female,63,Cheryl,111
1957,female,64,Glenda,106
1957,female,65,Sally,105
1957,female,66,Kerry,102
1957,female,67,Gillian,102
1957,female,68,Kay,99
1957,female,69,Maree,92
1957,female,70,Shona,91
1957,female,71,Frances,91
1957,female,72,Ruth,87
1957,female,73,Louise,87
1957,female,74,Glenys,87
1957,female,75,Diana,85
1957,female,76,Penelope,84
1957,female,77,Michelle,83
1957,female,78,Bronwyn,82
1957,female,79,Valerie,80
1957,female,80,Christina,80
1957,female,81,Lynne,79
1957,female,82,Marilyn,79
1957,female,83,Josephine,79
1957,female,84,Teresa,78
1957,female,85,Jocelyn,77
1957,female,86,Caroline,77
1957,female,87,Joy,76
1957,female,88,Elaine,75
1957,female,89,Jeanette,73
1957,female,90,Andrea,73
1957,female,91,Lois,72
1957,female,92,Jill,71
1957,female,93,Anna,71
1957,female,94,Marion,70
1957,female,95,Dorothy,70
1957,female,96,Vivienne,69
1957,female,97,Nicola,69
1957,female,98,Paula,69
1957,female,99,Janette,69
1957,female,100,Adrienne,69
1989,female,1,Sarah,639
1989,female,2,Jessica,497
1989,female,3,Samantha,488
1989,female,4,Emma,462
1989,female,5,Rebecca,328
1989,female,6,Nicole,324
1989,female,7,Hannah,287
1989,female,8,Melissa,281
1989,female,9,Laura,273
1989,female,10,Amanda,261
1989,female,11,Rachel,243
1989,female,12,Amy,236
1989,female,13,Danielle,232
1989,female,14,Stephanie,222
1989,female,15,Kylie,222
1989,female,16,Natasha,213
1989,female,17,Anna,211
1989,female,18,Ashleigh,209
1989,female,19,Lisa,202
1989,female,20,Elizabeth,192
1989,female,21,Kate,190
1989,female,22,Lauren,176
1989,female,23,Stacey,174
1989,female,24,Courtney,164
1989,female,25,Charlotte,158
1989,female,26,Michelle,157
1989,female,27,Nicola,154
1989,female,28,Hayley,152
1989,female,29,Kelly,146
1989,female,30,Natalie,145
1989,female,31,Sophie,144
1989,female,32,Jasmine,142
1989,female,33,Renee,138
1989,female,34,Alice,127
1989,female,35,Katie,125
1989,female,36,Emily,125
1989,female,37,Holly,121
1989,female,38,Megan,120
1989,female,39,Chloe,119
1989,female,40,Katherine,116
1989,female,41,Kimberley,116
1989,female,42,Victoria,113
1989,female,43,Shannon,112
1989,female,44,Chelsea,112
1989,female,45,Ashley,112
1989,female,46,Olivia,111
1989,female,47,Alexandra,110
1989,female,48,Catherine,110
1989,female,49,Monique,107
1989,female,50,Gemma,107
1989,female,51,Aimee,107
1989,female,52,Jade,106
1989,female,53,Lucy,103
1989,female,54,Jennifer,102
1989,female,55,Amber,95
1989,female,56,Brooke,93
1989,female,57,Christina,92
1989,female,58,Melanie,91
1989,female,59,Claire,91
1989,female,60,Angela,88
1989,female,61,Rachael,87
1989,female,62,Zoe,86
1989,female,63,Maria,85
1989,female,64,Jenna,81
1989,female,65,Kayla,80
1989,female,66,Grace,80
1989,female,67,Vanessa,77
1989,female,68,Jessie,77
1989,female,69,Julia,77
1989,female,70,Jamie,76
1989,female,71,Toni,74
1989,female,72,Kirsty,74
1989,female,73,Tamara,73
1989,female,74,Sara,70
1989,female,75,Tracey,70
1989,female,76,Kathryn,70
1989,female,77,Erin,69
1989,female,78,Rochelle,68
1989,female,79,Alicia,62
1989,female,80,Kelsey,61
1989,female,81,Helen,61
1989,female,82,Tessa,60
1989,female,83,Mary,60
1989,female,84,Louise,59
1989,female,85,Cassandra,59
1989,female,86,Alana,59
1989,female,87,Rebekah,58
1989,female,88,Morgan,58
1989,female,89,Caitlin,58
1989,female,90,Tara,57
1989,female,91,Katrina,55
1989,female,92,Casey,54
1989,female,93,Joanna,53
1989,female,94,Krystal,53
1989,female,95,Amelia,53
1989,female,96,Crystal,53
1989,female,97,Rose,51
1989,female,98,Lydia,51
1989,female,99,Kirsten,51
1989,female,100,Anita,50
1973,female,1,Michelle,529
1973,female,2,Lisa,520
1973,female,3,Rachel,490
1973,female,4,Nicola,490
1973,female,5,Angela,439
1973,female,6,Sarah,438
1973,female,7,Joanne,427
1973,female,8,Tracey,354
1973,female,9,Rebecca,345
1973,female,10,Karen,333
1973,female,11,Kelly,295
1973,female,12,Tania,289
1973,female,13,Melissa,288
1973,female,14,Amanda,276
1973,female,15,Vanessa,267
1973,female,16,Deborah,259
1973,female,17,Fiona,249
1973,female,18,Melanie,248
1973,female,19,Catherine,247
1973,female,20,Kim,239
1973,female,21,Megan,234
1973,female,22,Julie,222
1973,female,23,Andrea,220
1973,female,24,Paula,219
1973,female,25,Rachael,216
1973,female,26,Donna,211
1973,female,27,Anna,201
1973,female,28,Susan,196
1973,female,29,Kylie,196
1973,female,30,Tracy,188
1973,female,31,Jennifer,188
1973,female,32,Helen,182
1973,female,33,Elizabeth,181
1973,female,34,Rochelle,178
1973,female,35,Leanne,177
1973,female,36,Katrina,176
1973,female,37,Sharon,172
1973,female,38,Natasha,169
1973,female,39,Jacqueline,169
1973,female,40,Jane,161
1973,female,41,Christine,161
1973,female,42,Wendy,157
1973,female,43,Stephanie,155
1973,female,44,Louise,155
1973,female,45,Joanna,152
1973,female,46,Kathryn,151
1973,female,47,Janine,148
1973,female,48,Shelley,147
1973,female,49,Victoria,144
1973,female,50,Suzanne,141
1973,female,51,Kirsten,135
1973,female,52,Katherine,135
1973,female,53,Teresa,130
1973,female,54,Tina,128
1973,female,55,Justine,127
1973,female,56,Emma,123
1973,female,57,Bronwyn,122
1973,female,58,Sandra,119
1973,female,59,Maria,114
1973,female,60,Kirsty,114
1973,female,61,Nicole,109
1973,female,62,Bridget,107
1973,female,63,Belinda,104
1973,female,64,Natalie,100
1973,female,65,Toni,99
1973,female,66,Mary,95
1973,female,67,Cherie,95
1973,female,68,Tanya,93
1973,female,69,Carmen,93
1973,female,70,Linda,89
1973,female,71,Anita,89
1973,female,72,Philippa,87
1973,female,73,Patricia,83
1973,female,74,Caroline,83
1973,female,75,Claire,83
1973,female,76,Gina,82
1973,female,77,Heather,82
1973,female,78,Carolyn,81
1973,female,79,Vicki,80
1973,female,80,Penelope,79
1973,female,81,Margaret,78
1973,female,82,Diane,75
1973,female,83,Alison,75
1973,female,84,Cheryl,73
1973,female,85,Kerry,72
1973,female,86,Denise,72
1973,female,87,Hayley,71
1973,female,88,Sally,70
1973,female,89,Robyn,70
1973,female,90,Debbie,69
1973,female,91,Maree,68
1973,female,92,Annette,68
1973,female,93,Julia,67
1973,female,94,Jodie,65
1973,female,95,Kate,65
1973,female,96,Brenda,65
1973,female,97,Debra,65
1973,female,98,Marie,63
1973,female,99,Stacey,62
1973,female,100,Georgina,61
2005,female,1,Emma,315
2005,female,2,Ella,292
2005,female,3,Charlotte,278
2005,female,4,Olivia,274
2005,female,5,Jessica,257
2005,female,6,Sophie,254
2005,female,7,Grace,248
2005,female,8,Hannah,223
2005,female,9,Emily,216
2005,female,10,Isabella,180
2005,female,11,Paige,180
2005,female,12,Ruby,180
2005,female,13,Lucy,174
2005,female,14,Lily,169
2005,female,15,Maia,168
2005,female,16,Brooke,162
2005,female,17,Georgia,162
2005,female,18,Holly,160
2005,female,19,Chloe,150
2005,female,20,Amelia,146
2005,female,21,Samantha,141
2005,female,22,Jade,137
2005,female,23,Sarah,135
2005,female,24,Kate,134
2005,female,25,Caitlin,130
2005,female,26,Zoe,122
2005,female,27,Madison,121
2005,female,28,Amy,119
2005,female,29,Mia,119
2005,female,30,Jasmine,118
2005,female,31,Hayley,114
2005,female,32,Amber,99
2005,female,33,Anna,95
2005,female,34,Katie,92
2005,female,35,Sophia,91
2005,female,36,Molly,89
2005,female,37,Summer,88
2005,female,38,Elizabeth,87
2005,female,39,Stella,79
2005,female,40,Danielle,77
2005,female,41,Rebecca,76
2005,female,42,Kayla,75
2005,female,43,Alexandra,73
2005,female,44,Jorja,72
2005,female,45,Abigail,70
2005,female,46,Maddison,69
2005,female,47,Trinity,69
2005,female,48,Tayla,68
2005,female,49,Ashley,67
2005,female,50,Paris,66
2005,female,51,Ava,62
2005,female,52,Mikayla,62
2005,female,53,Mya,62
2005,female,54,Aimee,60
2005,female,55,Alyssa,60
2005,female,56,Eva,60
2005,female,57,Victoria,60
2005,female,58,Aaliyah,58
2005,female,59,Alice,57
2005,female,60,Leah,57
2005,female,61,Zara,57
2005,female,62,Abby,56
2005,female,63,Nicole,56
2005,female,64,Mackenzie,55
2005,female,65,Phoebe,55
2005,female,66,Riley,55
2005,female,67,Brianna,52
2005,female,68,Isabelle,50
2005,female,69,Laura,50
2005,female,70,Rose,50
2005,female,71,Angel,49
2005,female,72,Ashleigh,48
2005,female,73,Maya,48
2005,female,74,Bella,47
2005,female,75,Caitlyn,47
2005,female,76,Lauren,47
2005,female,77,Rachel,47
2005,female,78,Gemma,46
2005,female,79,Brooklyn,45
2005,female,80,Keira,45
2005,female,81,Madeline,45
2005,female,82,Natasha,45
2005,female,83,Nikita,45
2005,female,84,Faith,44
2005,female,85,Ashlee,43
2005,female,86,Jemma,43
2005,female,87,Eden,42
2005,female,88,Isla,42
2005,female,89,Lilly,42
2005,female,90,Madeleine,42
2005,female,91,Poppy,42
2005,female,92,Sienna,42
2005,female,93,Taylor,42
2005,female,94,Harmony,41
2005,female,95,Jordan,41
2005,female,96,Kaitlyn,41
2005,female,97,Megan,41
2005,female,98,Scarlett,40
2005,female,99,Stephanie,40
2005,female,100,Imogen,39
1965,female,1,Karen,560
1965,female,2,Susan,506
1965,female,3,Sandra,452
1965,female,4,Michelle,446
1965,female,5,Joanne,443
1965,female,6,Donna,436
1965,female,7,Deborah,413
1965,female,8,Sharon,394
1965,female,9,Tania,370
1965,female,10,Julie,365
1965,female,11,Christine,354
1965,female,12,Jacqueline,326
1965,female,13,Tracey,320
1965,female,14,Linda,317
1965,female,15,Wendy,314
1965,female,16,Helen,313
1965,female,17,Elizabeth,292
1965,female,18,Angela,292
1965,female,19,Nicola,272
1965,female,20,Kim,268
1965,female,21,Fiona,268
1965,female,22,Leanne,264
1965,female,23,Catherine,263
1965,female,24,Jennifer,256
1965,female,25,Robyn,241
1965,female,26,Denise,226
1965,female,27,Sarah,217
1965,female,28,Maria,214
1965,female,29,Jane,206
1965,female,30,Diane,206
1965,female,31,Lisa,202
1965,female,32,Patricia,201
1965,female,33,Tracy,199
1965,female,34,Suzanne,194
1965,female,35,Heather,193
1965,female,36,Andrea,193
1965,female,37,Carol,181
1965,female,38,Mary,179
1965,female,39,Carolyn,179
1965,female,40,Margaret,168
1965,female,41,Kathryn,167
1965,female,42,Anne,164
1965,female,43,Lynette,163
1965,female,44,Debra,159
1965,female,45,Judith,157
1965,female,46,Louise,151
1965,female,47,Brenda,150
1965,female,48,Alison,145
1965,female,49,Raewyn,141
1965,female,50,Amanda,141
1965,female,51,Vicki,139
1965,female,52,Janine,134
1965,female,53,Maree,125
1965,female,54,Paula,124
1965,female,55,Bronwyn,124
1965,female,56,Lynda,121
1965,female,57,Sally,117
1965,female,58,Stephanie,116
1965,female,59,Tanya,113
1965,female,60,Megan,113
1965,female,61,Marie,111
1965,female,62,Annette,108
1965,female,63,Ann,105
1965,female,64,Kathleen,104
1965,female,65,Dianne,103
1965,female,66,Pauline,100
1965,female,67,Caroline,100
1965,female,68,Debbie,98
1965,female,69,Anna,97
1965,female,70,Rachel,95
1965,female,71,Pamela,95
1965,female,72,Shelley,93
1965,female,73,Ruth,92
1965,female,74,Barbara,92
1965,female,75,Rosemary,91
1965,female,76,Tina,91
1965,female,77,Katrina,81
1965,female,78,Jillian,80
1965,female,79,Michele,79
1965,female,80,Janet,79
1965,female,81,Jan,78
1965,female,82,Kerry,76
1965,female,83,Yvonne,75
1965,female,84,Sheryl,75
1965,female,85,Natalie,74
1965,female,86,Shona,73
1965,female,87,Colleen,73
1965,female,88,Toni,72
1965,female,89,Lorraine,72
1965,female,90,Jeanette,71
1965,female,91,Katherine,70
1965,female,92,Cherie,69
1965,female,93,Lynne,68
1965,female,94,Gillian,68
1965,female,95,Diana,67
1965,female,96,Kay,65
1965,female,97,Belinda,65
1965,female,98,Teresa,64
1965,female,99,Cheryl,64
1965,female,100,Frances,63
1997,female,1,Jessica,429
1997,female,2,Georgia,365
1997,female,3,Hannah,365
1997,female,4,Sarah,359
1997,female,5,Emma,352
1997,female,6,Samantha,315
1997,female,7,Sophie,246
1997,female,8,Olivia,244
1997,female,9,Emily,215
1997,female,10,Courtney,203
1997,female,11,Caitlin,201
1997,female,12,Grace,193
1997,female,13,Rebecca,180
1997,female,14,Brittany,174
1997,female,15,Kate,170
1997,female,16,Laura,167
1997,female,17,Danielle,166
1997,female,18,Holly,165
1997,female,19,Brooke,162
1997,female,20,Tayla,158
1997,female,21,Paige,157
1997,female,22,Amy,154
1997,female,23,Nicole,153
1997,female,24,Ashleigh,153
1997,female,25,Jasmine,140
1997,female,26,Charlotte,138
1997,female,27,Lauren,132
1997,female,28,Rachel,127
1997,female,29,Zoe,126
1997,female,30,Alexandra,123
1997,female,31,Lucy,120
1997,female,32,Taylor,117
1997,female,33,Megan,117
1997,female,34,Anna,116
1997,female,35,Shannon,114
1997,female,36,Ella,114
1997,female,37,Natasha,111
1997,female,38,Renee,110
1997,female,39,Jade,110
1997,female,40,Madison,109
1997,female,41,Elizabeth,103
1997,female,42,Mikayla,99
1997,female,43,Stephanie,98
1997,female,44,Chelsea,96
1997,female,45,Alice,96
1997,female,46,Ashley,96
1997,female,47,Amber,95
1997,female,48,Michaela,94
1997,female,49,Kayla,93
1997,female,50,Tessa,92
1997,female,51,Victoria,91
1997,female,52,Hayley,91
1997,female,53,Monique,84
1997,female,54,Nikita,82
1997,female,55,Melissa,80
1997,female,56,Aimee,80
1997,female,57,Claudia,79
1997,female,58,Isabella,78
1997,female,59,Katie,77
1997,female,60,Katherine,72
1997,female,61,Ruby,71
1997,female,62,Jamie,69
1997,female,63,Abigail,68
1997,female,64,Sophia,67
1997,female,65,Phoebe,66
1997,female,66,Morgan,66
1997,female,67,Chloe,66
1997,female,68,Natalie,64
1997,female,69,Kelsey,64
1997,female,70,Kelly,62
1997,female,71,Jennifer,62
1997,female,72,Amanda,62
1997,female,73,Leah,61
1997,female,74,Jessie,60
1997,female,75,Amelia,60
1997,female,76,Alana,60
1997,female,77,Gabrielle,56
1997,female,78,Michelle,55
1997,female,79,Bailey,55
1997,female,80,Rebekah,54
1997,female,81,Madeleine,54
1997,female,82,Casey,54
1997,female,83,Rose,53
1997,female,84,Lily,53
1997,female,85,Lisa,53
1997,female,86,Ariana,53
1997,female,87,Tegan,52
1997,female,88,Maddison,52
1997,female,89,Kimberley,52
1997,female,90,Brianna,52
1997,female,91,Cheyenne,51
1997,female,92,Christina,51
1997,female,93,Maria,50
1997,female,94,Molly,50
1997,female,95,Tiana,48
1997,female,96,Catherine,48
1997,female,97,Cassandra,48
1997,female,98,Eden,47
1997,female,99,Crystal,47
1997,female,100,Savannah,46
1981,female,1,Sarah,648
1981,female,2,Rebecca,464
1981,female,3,Anna,353
1981,female,4,Kelly,335
1981,female,5,Lisa,324
1981,female,6,Emma,304
1981,female,7,Michelle,292
1981,female,8,Nicola,290
1981,female,9,Amy,285
1981,female,10,Rachel,275
1981,female,11,Melissa,267
1981,female,12,Angela,256
1981,female,13,Kylie,227
1981,female,14,Amanda,214
1981,female,15,Jennifer,204
1981,female,16,Jessica,192
1981,female,17,Natasha,182
1981,female,18,Melanie,177
1981,female,19,Megan,168
1981,female,20,Elizabeth,166
1981,female,21,Tania,162
1981,female,22,Stacey,159
1981,female,23,Natalie,146
1981,female,24,Kate,145
1981,female,25,Tracey,144
1981,female,26,Hayley,139
1981,female,27,Catherine,136
1981,female,28,Joanne,133
1981,female,29,Renee,132
1981,female,30,Vanessa,128
1981,female,31,Louise,126
1981,female,32,Claire,125
1981,female,33,Katie,124
1981,female,34,Karen,118
1981,female,35,Kim,116
1981,female,36,Katherine,114
1981,female,37,Fiona,113
1981,female,38,Helen,111
1981,female,39,Katrina,109
1981,female,40,Rachael,108
1981,female,41,Victoria,107
1981,female,42,Hannah,104
1981,female,43,Joanna,103
1981,female,44,Amber,103
1981,female,45,Andrea,101
1981,female,46,Shannon,96
1981,female,47,Julie,94
1981,female,48,Shelley,93
1981,female,49,Rochelle,92
1981,female,50,Laura,91
1981,female,51,Kathryn,91
1981,female,52,Stephanie,90
1981,female,53,Maria,90
1981,female,54,Jane,87
1981,female,55,Kirsty,87
1981,female,56,Anita,86
1981,female,57,Danielle,85
1981,female,58,Deborah,85
1981,female,59,Charlotte,85
1981,female,60,Kimberley,84
1981,female,61,Tracy,83
1981,female,62,Erin,81
1981,female,63,Alice,81
1981,female,64,Aimee,81
1981,female,65,Toni,78
1981,female,66,Donna,78
1981,female,67,Nicole,77
1981,female,68,Samantha,74
1981,female,69,Naomi,74
1981,female,70,Emily,73
1981,female,71,Caroline,70
1981,female,72,Sara,69
1981,female,73,Olivia,68
1981,female,74,Paula,67
1981,female,75,Mary,66
1981,female,76,Leanne,66
1981,female,77,Susan,65
1981,female,78,Sharon,65
1981,female,79,Alicia,65
1981,female,80,Jacqueline,64
1981,female,81,Alana,64
1981,female,82,Jaime,61
1981,female,83,Julia,61
1981,female,84,Tanya,60
1981,female,85,Wendy,59
1981,female,86,Monique,59
1981,female,87,Jade,59
1981,female,88,Christina,56
1981,female,89,Christine,56
1981,female,90,Suzanne,55
1981,female,91,Lauren,55
1981,female,92,Teresa,54
1981,female,93,Marie,54
1981,female,94,Jasmine,54
1981,female,95,Kirsten,54
1981,female,96,Belinda,54
1981,female,97,Tina,50
1981,female,98,Bridget,50
1981,female,99,Kristy,48
1981,female,100,Casey,48
2013,female,1,Charlotte,303
2013,female,2,Emily,284
2013,female,3,Ruby,276
2013,female,4,Sophie,275
2013,female,5,Olivia,257
2013,female,6,Isla,228
2013,female,7,Amelia,227
2013,female,8,Ava,217
2013,female,9,Isabella,210
